dataset,sequence_identity,num_clusters
Fold10_200x_PE_samples_RNABLOOM,0.60,719
Fold10_200x_PE_samples_RNABLOOM,0.50,552
Fold10_200x_PE_samples_SOAPDENOVO,1.00,677
Fold10_200x_PE_samples_SOAPDENOVO,0.99,677
Fold10_200x_PE_samples_SOAPDENOVO,0.98,677
Fold10_200x_PE_samples_SOAPDENOVO,0.97,677
Fold10_200x_PE_samples_SOAPDENOVO,0.96,676
Fold10_200x_PE_samples_SOAPDENOVO,0.95,676
Fold10_200x_PE_samples_SOAPDENOVO,0.94,675
Fold10_200x_PE_samples_SOAPDENOVO,0.93,672
Fold10_200x_PE_samples_SOAPDENOVO,0.92,666
Fold10_200x_PE_samples_SOAPDENOVO,0.91,661
Fold10_200x_PE_samples_SOAPDENOVO,0.90,659
Fold10_200x_PE_samples_SOAPDENOVO,0.80,633
Fold10_200x_PE_samples_SOAPDENOVO,0.70,590
Fold10_200x_PE_samples_SOAPDENOVO,0.60,522
Fold10_200x_PE_samples_SOAPDENOVO,0.50,350
Fold10_200x_PE_samples_SPADES,1.00,667
Fold10_200x_PE_samples_SPADES,0.99,663
Fold10_200x_PE_samples_SPADES,0.98,659
Fold10_200x_PE_samples_SPADES,0.97,656
Fold10_200x_PE_samples_SPADES,0.96,653
Fold10_200x_PE_samples_SPADES,0.95,650
Fold10_200x_PE_samples_SPADES,0.94,646
Fold10_200x_PE_samples_SPADES,0.93,640
Fold10_200x_PE_samples_SPADES,0.92,638
Fold10_200x_PE_samples_SPADES,0.91,631
Fold10_200x_PE_samples_SPADES,0.90,624
Fold10_200x_PE_samples_SPADES,0.80,516
Fold10_200x_PE_samples_SPADES,0.70,411
Fold10_200x_PE_samples_SPADES,0.60,353
Fold10_200x_PE_samples_SPADES,0.50,242
Fold10_200x_PE_samples_STRINGTIE,1.00,1459
Fold10_200x_PE_samples_STRINGTIE,0.99,1321
Fold10_200x_PE_samples_STRINGTIE,0.98,1220
Fold10_200x_PE_samples_STRINGTIE,0.97,1166
Fold10_200x_PE_samples_STRINGTIE,0.96,1122
Fold10_200x_PE_samples_STRINGTIE,0.95,1087
Fold10_200x_PE_samples_STRINGTIE,0.94,1060
Fold10_200x_PE_samples_STRINGTIE,0.93,1024
Fold10_200x_PE_samples_STRINGTIE,0.92,997
Fold10_200x_PE_samples_STRINGTIE,0.91,968
Fold10_200x_PE_samples_STRINGTIE,0.90,939
Fold10_200x_PE_samples_STRINGTIE,0.80,608
Fold10_200x_PE_samples_STRINGTIE,0.70,411
Fold10_200x_PE_samples_STRINGTIE,0.60,329
Fold10_200x_PE_samples_STRINGTIE,0.50,214
Fold10_200x_PE_samples_TRANSABBYS,1.00,2104
Fold10_200x_PE_samples_TRANSABBYS,0.99,1911
Fold10_200x_PE_samples_TRANSABBYS,0.98,1771
Fold10_200x_PE_samples_TRANSABBYS,0.97,1764
Fold10_200x_PE_samples_TRANSABBYS,0.96,1761
Fold10_200x_PE_samples_TRANSABBYS,0.95,1756
Fold10_200x_PE_samples_TRANSABBYS,0.94,1747
Fold10_200x_PE_samples_TRANSABBYS,0.93,1740
Fold10_200x_PE_samples_TRANSABBYS,0.92,1733
Fold10_200x_PE_samples_TRANSABBYS,0.91,1724
Fold10_200x_PE_samples_TRANSABBYS,0.90,1714
Fold10_200x_PE_samples_TRANSABBYS,0.80,1582
Fold10_200x_PE_samples_TRANSABBYS,0.70,1328
Fold10_200x_PE_samples_TRANSABBYS,0.60,1142
Fold10_200x_PE_samples_TRANSABBYS,0.50,675
Fold10_200x_PE_samples_TRINITY,1.00,1395
Fold10_200x_PE_samples_TRINITY,0.99,1365
Fold10_200x_PE_samples_TRINITY,0.98,1310
Fold10_200x_PE_samples_TRINITY,0.97,1248
Fold10_200x_PE_samples_TRINITY,0.96,1197
Fold10_200x_PE_samples_TRINITY,0.95,1145
Fold10_200x_PE_samples_TRINITY,0.94,1104
Fold10_200x_PE_samples_TRINITY,0.93,1074
Fold10_200x_PE_samples_TRINITY,0.92,1036
Fold10_200x_PE_samples_TRINITY,0.91,1001
Fold10_200x_PE_samples_TRINITY,0.90,972
Fold10_200x_PE_samples_TRINITY,0.80,752
Fold10_200x_PE_samples_TRINITY,0.70,593
Fold10_200x_PE_samples_TRINITY,0.60,500
Fold10_200x_PE_samples_TRINITY,0.50,366
Fold11_200x_PE_samples_BINPACKER,1.00,653
Fold11_200x_PE_samples_BINPACKER,0.99,564
Fold11_200x_PE_samples_BINPACKER,0.98,528
Fold11_200x_PE_samples_BINPACKER,0.97,507
Fold11_200x_PE_samples_BINPACKER,0.96,490
Fold11_200x_PE_samples_BINPACKER,0.95,481
Fold11_200x_PE_samples_BINPACKER,0.94,468
Fold11_200x_PE_samples_BINPACKER,0.93,464
Fold11_200x_PE_samples_BINPACKER,0.92,456
Fold11_200x_PE_samples_BINPACKER,0.91,449
Fold11_200x_PE_samples_BINPACKER,0.90,445
Fold11_200x_PE_samples_BINPACKER,0.80,403
Fold11_200x_PE_samples_BINPACKER,0.70,374
Fold11_200x_PE_samples_BINPACKER,0.60,329
Fold11_200x_PE_samples_BINPACKER,0.50,231
Fold11_200x_PE_samples_BRIDGER,1.00,510
Fold11_200x_PE_samples_BRIDGER,0.99,472
Fold11_200x_PE_samples_BRIDGER,0.98,454
Fold11_200x_PE_samples_BRIDGER,0.97,436
Fold11_200x_PE_samples_BRIDGER,0.96,426
Fold11_200x_PE_samples_BRIDGER,0.95,417
Fold11_200x_PE_samples_BRIDGER,0.94,403
Fold11_200x_PE_samples_BRIDGER,0.93,394
Fold11_200x_PE_samples_BRIDGER,0.92,392
Fold11_200x_PE_samples_BRIDGER,0.91,385
Fold11_200x_PE_samples_BRIDGER,0.90,379
Fold11_200x_PE_samples_BRIDGER,0.80,350
Fold11_200x_PE_samples_BRIDGER,0.70,327
Fold11_200x_PE_samples_BRIDGER,0.60,288
Fold11_200x_PE_samples_BRIDGER,0.50,200
Fold11_200x_PE_samples_CSTONE,1.00,300
Fold11_200x_PE_samples_CSTONE,0.99,276
Fold11_200x_PE_samples_CSTONE,0.98,274
Fold11_200x_PE_samples_CSTONE,0.97,268
Fold11_200x_PE_samples_CSTONE,0.96,267
Fold11_200x_PE_samples_CSTONE,0.95,266
Fold11_200x_PE_samples_CSTONE,0.94,266
Fold11_200x_PE_samples_CSTONE,0.93,264
Fold11_200x_PE_samples_CSTONE,0.92,264
Fold11_200x_PE_samples_CSTONE,0.91,264
Fold11_200x_PE_samples_CSTONE,0.90,263
Fold11_200x_PE_samples_CSTONE,0.80,254
Fold11_200x_PE_samples_CSTONE,0.70,239
Fold11_200x_PE_samples_CSTONE,0.60,219
Fold11_200x_PE_samples_CSTONE,0.50,145
Fold11_200x_PE_samples_IDBA,1.00,418
Fold11_200x_PE_samples_IDBA,0.99,418
Fold11_200x_PE_samples_IDBA,0.98,418
Fold11_200x_PE_samples_IDBA,0.97,416
Fold11_200x_PE_samples_IDBA,0.96,412
Fold11_200x_PE_samples_IDBA,0.95,411
Fold11_200x_PE_samples_IDBA,0.94,407
Fold11_200x_PE_samples_IDBA,0.93,402
Fold11_200x_PE_samples_IDBA,0.92,401
Fold11_200x_PE_samples_IDBA,0.91,398
Fold11_200x_PE_samples_IDBA,0.90,390
Fold11_200x_PE_samples_IDBA,0.80,313
Fold11_200x_PE_samples_IDBA,0.70,254
Fold11_200x_PE_samples_IDBA,0.60,222
Fold11_200x_PE_samples_IDBA,0.50,179
Fold11_200x_PE_samples_MEGAHIT,1.00,453
Fold11_200x_PE_samples_MEGAHIT,0.99,447
Fold11_200x_PE_samples_MEGAHIT,0.98,444
Fold11_200x_PE_samples_MEGAHIT,0.97,443
Fold11_200x_PE_samples_MEGAHIT,0.96,438
Fold11_200x_PE_samples_MEGAHIT,0.95,432
Fold11_200x_PE_samples_MEGAHIT,0.94,427
Fold11_200x_PE_samples_MEGAHIT,0.93,424
Fold11_200x_PE_samples_MEGAHIT,0.92,422
Fold11_200x_PE_samples_MEGAHIT,0.91,417
Fold11_200x_PE_samples_MEGAHIT,0.90,412
Fold11_200x_PE_samples_MEGAHIT,0.80,317
Fold11_200x_PE_samples_MEGAHIT,0.70,254
Fold11_200x_PE_samples_MEGAHIT,0.60,220
Fold11_200x_PE_samples_MEGAHIT,0.50,177
Fold11_200x_PE_samples_MERGEPIPE,1.00,173467
Fold11_200x_PE_samples_MERGEPIPE,0.99,126951
Fold11_200x_PE_samples_MERGEPIPE,0.98,92257
Fold11_200x_PE_samples_MERGEPIPE,0.97,75244
Fold11_200x_PE_samples_MERGEPIPE,0.96,67471
Fold11_200x_PE_samples_MERGEPIPE,0.95,63793
Fold11_200x_PE_samples_MERGEPIPE,0.94,60990
Fold11_200x_PE_samples_MERGEPIPE,0.93,59192
Fold11_200x_PE_samples_MERGEPIPE,0.92,57516
Fold11_200x_PE_samples_MERGEPIPE,0.91,56142
Fold11_200x_PE_samples_MERGEPIPE,0.90,55010
Fold11_200x_PE_samples_MERGEPIPE,0.80,63255
Fold11_200x_PE_samples_MERGEPIPE,0.70,55938
Fold11_200x_PE_samples_MERGEPIPE,0.60,52233
Fold11_200x_PE_samples_MERGEPIPE,0.50,46994
Fold11_200x_PE_samples_PLASS,1.00,171618
Fold11_200x_PE_samples_PLASS,0.99,124749
Fold11_200x_PE_samples_PLASS,0.98,90713
Fold11_200x_PE_samples_PLASS,0.97,74046
Fold11_200x_PE_samples_PLASS,0.96,66403
Fold11_200x_PE_samples_PLASS,0.95,62797
Fold11_200x_PE_samples_PLASS,0.94,60176
Fold11_200x_PE_samples_PLASS,0.93,58441
Fold11_200x_PE_samples_PLASS,0.92,56673
Fold11_200x_PE_samples_PLASS,0.91,55510
Fold11_200x_PE_samples_PLASS,0.90,54161
Fold11_200x_PE_samples_PLASS,0.80,62947
Fold11_200x_PE_samples_PLASS,0.70,55286
Fold11_200x_PE_samples_PLASS,0.60,51496
Fold11_200x_PE_samples_PLASS,0.50,46536
Fold11_200x_PE_samples_RNABLOOM,1.00,2338
Fold11_200x_PE_samples_RNABLOOM,0.99,2247
Fold11_200x_PE_samples_RNABLOOM,0.98,2144
Fold11_200x_PE_samples_RNABLOOM,0.97,2014
Fold11_200x_PE_samples_RNABLOOM,0.96,1901
Fold11_200x_PE_samples_RNABLOOM,0.95,1828
Fold11_200x_PE_samples_RNABLOOM,0.94,1780
Fold11_200x_PE_samples_RNABLOOM,0.93,1740
Fold11_200x_PE_samples_RNABLOOM,0.92,1696
Fold11_200x_PE_samples_RNABLOOM,0.91,1662
Fold11_200x_PE_samples_RNABLOOM,0.90,1631
Fold11_200x_PE_samples_RNABLOOM,0.80,1268
Fold11_200x_PE_samples_RNABLOOM,0.70,958
Fold11_200x_PE_samples_RNABLOOM,0.60,827
Fold11_200x_PE_samples_RNABLOOM,0.50,653
Fold11_200x_PE_samples_SOAPDENOVO,1.00,701
Fold11_200x_PE_samples_SOAPDENOVO,0.99,701
Fold11_200x_PE_samples_SOAPDENOVO,0.98,701
Fold11_200x_PE_samples_SOAPDENOVO,0.97,701
Fold11_200x_PE_samples_SOAPDENOVO,0.96,700
Fold11_200x_PE_samples_SOAPDENOVO,0.95,700
Fold11_200x_PE_samples_SOAPDENOVO,0.94,698
Fold11_200x_PE_samples_SOAPDENOVO,0.93,696
Fold11_200x_PE_samples_SOAPDENOVO,0.92,691
Fold11_200x_PE_samples_SOAPDENOVO,0.91,688
Fold11_200x_PE_samples_SOAPDENOVO,0.90,684
Fold11_200x_PE_samples_SOAPDENOVO,0.80,651
Fold11_200x_PE_samples_SOAPDENOVO,0.70,608
Fold11_200x_PE_samples_SOAPDENOVO,0.60,531
Fold11_200x_PE_samples_SOAPDENOVO,0.50,362
Fold11_200x_PE_samples_SPADES,1.00,671
Fold11_200x_PE_samples_SPADES,0.99,666
Fold11_200x_PE_samples_SPADES,0.98,664
Fold11_200x_PE_samples_SPADES,0.97,662
Fold11_200x_PE_samples_SPADES,0.96,660
Fold11_200x_PE_samples_SPADES,0.95,655
Fold11_200x_PE_samples_SPADES,0.94,650
Fold11_200x_PE_samples_SPADES,0.93,646
Fold11_200x_PE_samples_SPADES,0.92,642
Fold11_200x_PE_samples_SPADES,0.91,632
Fold11_200x_PE_samples_SPADES,0.90,620
Fold11_200x_PE_samples_SPADES,0.80,522
Fold11_200x_PE_samples_SPADES,0.70,424
Fold11_200x_PE_samples_SPADES,0.60,365
Fold11_200x_PE_samples_SPADES,0.50,257
Fold11_200x_PE_samples_STRINGTIE,1.00,1462
Fold11_200x_PE_samples_STRINGTIE,0.99,1312
Fold11_200x_PE_samples_STRINGTIE,0.98,1217
Fold11_200x_PE_samples_STRINGTIE,0.97,1160
Fold11_200x_PE_samples_STRINGTIE,0.96,1124
Fold11_200x_PE_samples_STRINGTIE,0.95,1099
Fold11_200x_PE_samples_STRINGTIE,0.94,1063
Fold11_200x_PE_samples_STRINGTIE,0.93,1024
Fold11_200x_PE_samples_STRINGTIE,0.92,1001
Fold11_200x_PE_samples_STRINGTIE,0.91,975
Fold11_200x_PE_samples_STRINGTIE,0.90,953
Fold11_200x_PE_samples_STRINGTIE,0.80,606
Fold11_200x_PE_samples_STRINGTIE,0.70,400
Fold11_200x_PE_samples_STRINGTIE,0.60,329
Fold11_200x_PE_samples_STRINGTIE,0.50,204
Fold11_200x_PE_samples_TRANSABBYS,1.00,2132
Fold11_200x_PE_samples_TRANSABBYS,0.99,1929
Fold11_200x_PE_samples_TRANSABBYS,0.98,1783
Fold11_200x_PE_samples_TRANSABBYS,0.97,1780
Fold11_200x_PE_samples_TRANSABBYS,0.96,1775
Fold11_200x_PE_samples_TRANSABBYS,0.95,1766
Fold11_200x_PE_samples_TRANSABBYS,0.94,1761
Fold11_200x_PE_samples_TRANSABBYS,0.93,1757
Fold11_200x_PE_samples_TRANSABBYS,0.92,1754
Fold11_200x_PE_samples_TRANSABBYS,0.91,1743
Fold11_200x_PE_samples_TRANSABBYS,0.90,1730
Fold11_200x_PE_samples_TRANSABBYS,0.80,1596
Fold11_200x_PE_samples_TRANSABBYS,0.70,1389
Fold11_200x_PE_samples_TRANSABBYS,0.60,1199
Fold11_200x_PE_samples_TRANSABBYS,0.50,682
Fold11_200x_PE_samples_TRINITY,1.00,1373
Fold11_200x_PE_samples_TRINITY,0.99,1347
Fold11_200x_PE_samples_TRINITY,0.98,1285
Fold11_200x_PE_samples_TRINITY,0.97,1208
Fold11_200x_PE_samples_TRINITY,0.96,1158
Fold11_200x_PE_samples_TRINITY,0.95,1118
Fold11_200x_PE_samples_TRINITY,0.94,1083
Fold11_200x_PE_samples_TRINITY,0.93,1043
Fold11_200x_PE_samples_TRINITY,0.92,1015
Fold11_200x_PE_samples_TRINITY,0.91,993
Fold11_200x_PE_samples_TRINITY,0.90,967
Fold11_200x_PE_samples_TRINITY,0.80,748
Fold11_200x_PE_samples_TRINITY,0.70,567
Fold11_200x_PE_samples_TRINITY,0.60,483
Fold11_200x_PE_samples_TRINITY,0.50,327
Fold12_200x_PE_samples_BINPACKER,1.00,679
Fold12_200x_PE_samples_BINPACKER,0.99,584
Fold12_200x_PE_samples_BINPACKER,0.98,551
Fold12_200x_PE_samples_BINPACKER,0.97,531
Fold12_200x_PE_samples_BINPACKER,0.96,516
Fold12_200x_PE_samples_BINPACKER,0.95,504
Fold12_200x_PE_samples_BINPACKER,0.94,490
Fold12_200x_PE_samples_BINPACKER,0.93,482
Fold12_200x_PE_samples_BINPACKER,0.92,472
Fold12_200x_PE_samples_BINPACKER,0.91,466
Fold12_200x_PE_samples_BINPACKER,0.90,464
Fold12_200x_PE_samples_BINPACKER,0.80,416
Fold12_200x_PE_samples_BINPACKER,0.70,381
Fold12_200x_PE_samples_BINPACKER,0.60,346
Fold12_200x_PE_samples_BINPACKER,0.50,248
Fold12_200x_PE_samples_BRIDGER,1.00,524
Fold12_200x_PE_samples_BRIDGER,0.99,494
Fold12_200x_PE_samples_BRIDGER,0.98,474
Fold12_200x_PE_samples_BRIDGER,0.97,459
Fold12_200x_PE_samples_BRIDGER,0.96,447
Fold12_200x_PE_samples_BRIDGER,0.95,431
Fold12_200x_PE_samples_BRIDGER,0.94,420
Fold12_200x_PE_samples_BRIDGER,0.93,413
Fold12_200x_PE_samples_BRIDGER,0.92,405
Fold12_200x_PE_samples_BRIDGER,0.91,397
Fold12_200x_PE_samples_BRIDGER,0.90,392
Fold12_200x_PE_samples_BRIDGER,0.80,359
Fold12_200x_PE_samples_BRIDGER,0.70,336
Fold12_200x_PE_samples_BRIDGER,0.60,302
Fold12_200x_PE_samples_BRIDGER,0.50,212
Fold12_200x_PE_samples_CSTONE,1.00,319
Fold12_200x_PE_samples_CSTONE,0.99,290
Fold12_200x_PE_samples_CSTONE,0.98,282
Fold12_200x_PE_samples_CSTONE,0.97,277
Fold12_200x_PE_samples_CSTONE,0.96,276
Fold12_200x_PE_samples_CSTONE,0.95,276
Fold12_200x_PE_samples_CSTONE,0.94,275
Fold12_200x_PE_samples_CSTONE,0.93,273
Fold12_200x_PE_samples_CSTONE,0.92,273
Fold12_200x_PE_samples_CSTONE,0.91,273
Fold12_200x_PE_samples_CSTONE,0.90,272
Fold12_200x_PE_samples_CSTONE,0.80,256
Fold12_200x_PE_samples_CSTONE,0.70,240
Fold12_200x_PE_samples_CSTONE,0.60,218
Fold12_200x_PE_samples_CSTONE,0.50,156
Fold12_200x_PE_samples_IDBA,1.00,425
Fold12_200x_PE_samples_IDBA,0.99,425
Fold12_200x_PE_samples_IDBA,0.98,423
Fold12_200x_PE_samples_IDBA,0.97,419
Fold12_200x_PE_samples_IDBA,0.96,416
Fold12_200x_PE_samples_IDBA,0.95,415
Fold12_200x_PE_samples_IDBA,0.94,411
Fold12_200x_PE_samples_IDBA,0.93,407
Fold12_200x_PE_samples_IDBA,0.92,402
Fold12_200x_PE_samples_IDBA,0.91,399
Fold12_200x_PE_samples_IDBA,0.90,395
Fold12_200x_PE_samples_IDBA,0.80,303
Fold12_200x_PE_samples_IDBA,0.70,247
Fold12_200x_PE_samples_IDBA,0.60,218
Fold12_200x_PE_samples_IDBA,0.50,178
Fold12_200x_PE_samples_MEGAHIT,1.00,483
Fold12_200x_PE_samples_MEGAHIT,0.99,477
Fold12_200x_PE_samples_MEGAHIT,0.98,472
Fold12_200x_PE_samples_MEGAHIT,0.97,468
Fold12_200x_PE_samples_MEGAHIT,0.96,463
Fold12_200x_PE_samples_MEGAHIT,0.95,461
Fold12_200x_PE_samples_MEGAHIT,0.94,453
Fold12_200x_PE_samples_MEGAHIT,0.93,446
Fold12_200x_PE_samples_MEGAHIT,0.92,445
Fold12_200x_PE_samples_MEGAHIT,0.91,441
Fold12_200x_PE_samples_MEGAHIT,0.90,431
Fold12_200x_PE_samples_MEGAHIT,0.80,325
Fold12_200x_PE_samples_MEGAHIT,0.70,268
Fold12_200x_PE_samples_MEGAHIT,0.60,239
Fold12_200x_PE_samples_MEGAHIT,0.50,190
Fold12_200x_PE_samples_MERGEPIPE,1.00,172397
Fold12_200x_PE_samples_MERGEPIPE,0.99,125554
Fold12_200x_PE_samples_MERGEPIPE,0.98,91132
Fold12_200x_PE_samples_MERGEPIPE,0.97,74426
Fold12_200x_PE_samples_MERGEPIPE,0.96,67228
Fold12_200x_PE_samples_MERGEPIPE,0.95,63634
Fold12_200x_PE_samples_MERGEPIPE,0.94,60565
Fold12_200x_PE_samples_MERGEPIPE,0.93,59019
Fold12_200x_PE_samples_MERGEPIPE,0.92,57260
Fold12_200x_PE_samples_MERGEPIPE,0.91,56029
Fold12_200x_PE_samples_MERGEPIPE,0.90,54598
Fold12_200x_PE_samples_MERGEPIPE,0.80,63781
Fold12_200x_PE_samples_MERGEPIPE,0.70,55440
Fold12_200x_PE_samples_MERGEPIPE,0.60,51792
Fold12_200x_PE_samples_MERGEPIPE,0.50,46231
Fold12_200x_PE_samples_PLASS,1.00,170505
Fold12_200x_PE_samples_PLASS,0.99,123473
Fold12_200x_PE_samples_PLASS,0.98,89660
Fold12_200x_PE_samples_PLASS,0.97,73210
Fold12_200x_PE_samples_PLASS,0.96,66149
Fold12_200x_PE_samples_PLASS,0.95,62578
Fold12_200x_PE_samples_PLASS,0.94,59788
Fold12_200x_PE_samples_PLASS,0.93,57933
Fold12_200x_PE_samples_PLASS,0.92,56485
Fold12_200x_PE_samples_PLASS,0.91,55175
Fold12_200x_PE_samples_PLASS,0.90,53767
Fold12_200x_PE_samples_PLASS,0.80,62686
Fold12_200x_PE_samples_PLASS,0.70,54507
Fold12_200x_PE_samples_PLASS,0.60,50866
Fold12_200x_PE_samples_PLASS,0.50,45299
Fold12_200x_PE_samples_RNABLOOM,1.00,2190
Fold12_200x_PE_samples_RNABLOOM,0.99,2113
Fold12_200x_PE_samples_RNABLOOM,0.98,2008
Fold12_200x_PE_samples_RNABLOOM,0.97,1888
Fold12_200x_PE_samples_RNABLOOM,0.96,1788
Fold12_200x_PE_samples_RNABLOOM,0.95,1725
Fold12_200x_PE_samples_RNABLOOM,0.94,1663
Fold12_200x_PE_samples_RNABLOOM,0.93,1627
Fold12_200x_PE_samples_RNABLOOM,0.92,1583
Fold12_200x_PE_samples_RNABLOOM,0.91,1554
Fold12_200x_PE_samples_RNABLOOM,0.90,1525
Fold12_200x_PE_samples_RNABLOOM,0.80,1157
Fold12_200x_PE_samples_RNABLOOM,0.70,871
Fold12_200x_PE_samples_RNABLOOM,0.60,749
Fold12_200x_PE_samples_RNABLOOM,0.50,578
Fold12_200x_PE_samples_SOAPDENOVO,1.00,688
Fold12_200x_PE_samples_SOAPDENOVO,0.99,688
Fold12_200x_PE_samples_SOAPDENOVO,0.98,688
Fold12_200x_PE_samples_SOAPDENOVO,0.97,688
Fold12_200x_PE_samples_SOAPDENOVO,0.96,687
Fold12_200x_PE_samples_SOAPDENOVO,0.95,687
Fold12_200x_PE_samples_SOAPDENOVO,0.94,686
Fold12_200x_PE_samples_SOAPDENOVO,0.93,684
Fold12_200x_PE_samples_SOAPDENOVO,0.92,678
Fold12_200x_PE_samples_SOAPDENOVO,0.91,671
Fold12_200x_PE_samples_SOAPDENOVO,0.90,668
Fold12_200x_PE_samples_SOAPDENOVO,0.80,644
Fold12_200x_PE_samples_SOAPDENOVO,0.70,604
Fold12_200x_PE_samples_SOAPDENOVO,0.60,539
Fold12_200x_PE_samples_SOAPDENOVO,0.50,359
Fold12_200x_PE_samples_SPADES,1.00,648
Fold12_200x_PE_samples_SPADES,0.99,646
Fold12_200x_PE_samples_SPADES,0.98,639
Fold12_200x_PE_samples_SPADES,0.97,637
Fold12_200x_PE_samples_SPADES,0.96,637
Fold12_200x_PE_samples_SPADES,0.95,633
Fold12_200x_PE_samples_SPADES,0.94,627
Fold12_200x_PE_samples_SPADES,0.93,622
Fold12_200x_PE_samples_SPADES,0.92,616
Fold12_200x_PE_samples_SPADES,0.91,605
Fold12_200x_PE_samples_SPADES,0.90,595
Fold12_200x_PE_samples_SPADES,0.80,507
Fold12_200x_PE_samples_SPADES,0.70,401
Fold12_200x_PE_samples_SPADES,0.60,355
Fold12_200x_PE_samples_SPADES,0.50,246
Fold12_200x_PE_samples_STRINGTIE,1.00,1466
Fold12_200x_PE_samples_STRINGTIE,0.99,1324
Fold12_200x_PE_samples_STRINGTIE,0.98,1218
Fold12_200x_PE_samples_STRINGTIE,0.97,1165
Fold12_200x_PE_samples_STRINGTIE,0.96,1122
Fold12_200x_PE_samples_STRINGTIE,0.95,1095
Fold12_200x_PE_samples_STRINGTIE,0.94,1061
Fold12_200x_PE_samples_STRINGTIE,0.93,1024
Fold12_200x_PE_samples_STRINGTIE,0.92,1002
Fold12_200x_PE_samples_STRINGTIE,0.91,974
Fold12_200x_PE_samples_STRINGTIE,0.90,938
Fold12_200x_PE_samples_STRINGTIE,0.80,598
Fold12_200x_PE_samples_STRINGTIE,0.70,415
Fold12_200x_PE_samples_STRINGTIE,0.60,326
Fold12_200x_PE_samples_STRINGTIE,0.50,208
Fold12_200x_PE_samples_TRANSABBYS,1.00,2144
Fold12_200x_PE_samples_TRANSABBYS,0.99,1931
Fold12_200x_PE_samples_TRANSABBYS,0.98,1790
Fold12_200x_PE_samples_TRANSABBYS,0.97,1776
Fold12_200x_PE_samples_TRANSABBYS,0.96,1771
Fold12_200x_PE_samples_TRANSABBYS,0.95,1767
Fold12_200x_PE_samples_TRANSABBYS,0.94,1760
Fold12_200x_PE_samples_TRANSABBYS,0.93,1751
Fold12_200x_PE_samples_TRANSABBYS,0.92,1743
Fold12_200x_PE_samples_TRANSABBYS,0.91,1729
Fold12_200x_PE_samples_TRANSABBYS,0.90,1722
Fold12_200x_PE_samples_TRANSABBYS,0.80,1601
Fold12_200x_PE_samples_TRANSABBYS,0.70,1354
Fold12_200x_PE_samples_TRANSABBYS,0.60,1157
Fold12_200x_PE_samples_TRANSABBYS,0.50,701
Fold12_200x_PE_samples_TRINITY,1.00,1399
Fold12_200x_PE_samples_TRINITY,0.99,1367
Fold12_200x_PE_samples_TRINITY,0.98,1316
Fold12_200x_PE_samples_TRINITY,0.97,1219
Fold12_200x_PE_samples_TRINITY,0.96,1160
Fold12_200x_PE_samples_TRINITY,0.95,1114
Fold12_200x_PE_samples_TRINITY,0.94,1081
Fold12_200x_PE_samples_TRINITY,0.93,1059
Fold12_200x_PE_samples_TRINITY,0.92,1027
Fold12_200x_PE_samples_TRINITY,0.91,1010
Fold12_200x_PE_samples_TRINITY,0.90,979
Fold12_200x_PE_samples_TRINITY,0.80,768
Fold12_200x_PE_samples_TRINITY,0.70,575
Fold12_200x_PE_samples_TRINITY,0.60,490
Fold12_200x_PE_samples_TRINITY,0.50,371
